"Resturants_name","Resturants_phone","Resturants_Review_user","Resturants_Review_feedback","Resturants_Review_photos_image"
"Salumi Artisan Cured Meats","(206) 621-8772","Young N.","Does a restaurant with 1.3K reviews and an average rating of 4.5 really need another review? No. Nonetheless I'm writing this because this place was just THAT good.
I ordered the Porchetta sandwich. When I initially ordered and the bill came out to $12, I thought ""that's a lot just for a sandwich."" But like what other reviewers have said, the sandwich is just massive. Pictures don't really capture its size well. In terms of portions, it felt equivalent to eating a chipotle burrito bowl or 2/3lb patty burger. I was stuffed, and I'm a big eater.
Quantity, check.
Quality? Double check!
My first bite really surprised me. Not just because how delicious it was but how hot (temperature-wise) the meat was. It was emitting steam as I ate it. Much better than toasted or reheated meat at most places. The pork is freshly braised and it makes a different not just with its temperature but also the texture. It's so tender and juicy. And again, there's just so much of it!
To name a few other standout parts of the sandwich.
- The bread is nice and airy. A bit of a crunch on the outside and soft on the inside.
- The garlic/oil spread on the sandwich is just so well done. Very strong garlicy flavor without overwhelming the other ingredients.
If I had to nitpick at all, I'd say the vegetables were just okay. Especially the onions which had great carmelized flavor but texture-wise was pretty mushy. This is why I'd give a slight edge to Un Bien as Seattle's best sandwich
That said, I absolutely will be back here and look forward to trying the rest of their menu.","https://s3-media0.fl.yelpcdn.com/bphoto/4Y6JRUFGPgNPssOIjIxGmA/348s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Julianna P.","Delicious, little overpriced but totally worth it. Parking suck in this area. I had some pasta with delicious sauce and to go we bough couple salami to try. Last time we visited the line was very long outside",""
"Salumi Artisan Cured Meats","(206) 621-8772","Huong L.","My boyfriend was working in the area and was kind enough to grab me lunch here so I was able to try it.
Ordered the porchetta sandwich and it was humongous! Like I was able to eat 1/8 of it and was satisfied. It is a pretty simple sandwich. Meat and bread. However, the meat is juicy, tender and really good. The bread they use works really well as it was able to absorb the juice from the meat. For $12, it's a really good deal!!!
The only thing for me was that it was kind of bland. If it just had some salt, it would have been super delicious.","https://s3-media0.fl.yelpcdn.com/bphoto/PKG7TiXZZ1lJSc5OTV31lw/348s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Andrew C.","If you're craving one of those post-lunch food comas, you should definitely get the porchetta sandwich here. If you're not craving the food coma, you should probably just split one of those sandwiches.
Came here an hour before closing so I was able to avoid the long lines. Luckily, the person at the register was extremely nice and helpful and explained how they cure all meats in house and just about everything is delicious. Apparently the porchetta sandwich is the most popular sandwich and I purchased a sampler of 4 cured meats on the side to try because of the namesake...nothing disappointed at all.
Long story short, you get massive amounts of meat in your sandwich and you don't need to worry about being hungry afterwards. Worth a stop if you're in the Pioneer Square area!","https://s3-media0.fl.yelpcdn.com/bphoto/diiwQdrIkgsrmqVssh96ew/348s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Ken T.","Oh boy here we go. I pretty much come here every week for lunch because it's THAT good. They make the best sandwiches in Seattle. There, I said it. It's a bit pricey but you're getting a high quality, large portioned sandwich pretty much every time you come here. Their meats are really good, they source delicious bread from Macrina bakery, and their cheeses are fresh. The staff is super nice. Ever since they moved to the new location, service has gotten better in terms of shorter lines.
Here's my tier list of sandwiches after coming here for consistently for 2 years:
Top tier:
Oxtail sandwich with mozzarella (daily special)
Meatball sandwich with mozzarella
Lamb sandwich with fontina. Ask for Giuseppe bread.
Mid tier:
Finnochiona with mozzarella
Mole with mozzarella
Sausage with peppers (fontina optional)
Hot suppresata with fontina or mozzarella
Low tier:
Porchetta (call me a hater, but it's too salty for me. If anyone has the courage to have it with mozzarella, please let me know how it is)
Grilled cotto (daily special)
Anything not mentioned I haven't tried enough to form an opinion.","https://s3-media0.fl.yelpcdn.com/bphoto/IJuf1U8kOX7_US2qRqOQ_A/348s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Erin C.","Heaven.
After a year of knowing of this place's existence yet being unable to find a good reason to be in Pioneer Square on a weekday, I was finally able to sneak over now that they're open on Saturdays--and I was not disappointed!
Since I was with a few other friends, we ordered the meat, cheese, and olive platter (yum), the seasonal sandwich (potentially the best sandwich in Seattle), and a side of porchetta (can't miss). Everything was amazing. Even the Olive and Mole salumis, which, I'll admit, I had my doubts.
Next time I'll bring more people and go later in the day so that we can get our wine on--but if you're a fan of cured meats, porchetta, and, well, bring happy, then this is an excellent place to try. Highly recommend if you go with the right group.
Update: this place is heaven. That is all.",""
"Salumi Artisan Cured Meats","(206) 621-8772","Maryela M.","I have been to this place twice. They are usually pretty busy. They specialize in their meats like salami. They have a variety of sandwiches and daily specials. It is a bit pricey but worth due to the quality of ingredients they use.
They have plenty of seating indoor and also outdoors. I recently ordered their Salumi salami. I had ordered it to go and warmed. The cashier told me it would take a few minutes longer since I asked for it warm which I was completely ok with. I am a very patient person and saw that everyone was getting their order before me. About 15 minutes passed and I was still waiting for my order.
People went and came and my order did not. Then one of the staff making the food asked me if I was waiting for and order and I told him yes. He apologized for the delay and said it was unacceptable. He immediately told me he would give me a refund for my order. I was not upset at all as I know that everyone makes mistake especially when you are really busy. I love the fact that they immediately offered a refund as most other places would just make you a new order.
I will continue to visit this location. I recommend it if you are near pioneer square.",""
"Salumi Artisan Cured Meats","(206) 621-8772","Lydia L.","We arrived around 12 on a weekday to grab lunch. The line seemed a bit intimidating at first but the wait was actually short. We got our food quite fast too.
I ordered one ala carte meatball, one porchetta, and one small daily special soup. They didn't write it on the board but they do offer two sizes for the soup. All together it cost me $9.38, tips not included.
All food was pretty good, but honestly I was not that impressed. My coworkers heard many good things so we were all hyper-excited to come here all the way from SLU for lunch. Given the price it was definitely great food, but it was certainly not that special. If I didn't have such high expectations, I would probably appreciate the food more. But the price is really decent.","https://s3-media0.fl.yelpcdn.com/bphoto/U8wBEKqqECTE-guwz1Wh4g/348s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Lydia L.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/yUajXAL06b-XrtkQklPcQg/168s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Lydia L.","-''-","https://s3-media0.fl.yelpcdn.com/bphoto/rkjYV8SL1R4aEBC7BwqaYQ/168s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Johnny L.","I haven't done a review 4 Salumi? Wat..! How could that b?
quick compare n contrast: old location compared 2 new location is
1) smaller vs. bigger
2) less of a line
3) more seating n space @ newer
Get down on it! (2 the review)
Porchetta is perfectly tender, but needs more flavor
Whereas meatball sandwich is not super tasty, but is good n comforting n is definitely 1 of the sandwiches 2 get
I think next time I'll get some Italian meats 2 go","https://s3-media0.fl.yelpcdn.com/bphoto/-XdHYOBCTbiSR9EyysITBA/348s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Johnny L.","I haven't done a review 4 Salumi? Wat..! How could that b?
quick compare n contrast: old location compared 2 new location is
1) smaller vs. bigger
2) less of a line
3) more seating n space @ newer
Get down on it! (2 the review)
Porchetta is perfectly tender, but needs more flavor
Whereas meatball sandwich is not super tasty, but is good n comforting n is definitely 1 of the sandwiches 2 get
I think next time I'll get some Italian meats 2 go","https://s3-media0.fl.yelpcdn.com/bphoto/XTKAnE6ls8mwQaDlnmj9TA/168s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Johnny L.","I haven't done a review 4 Salumi? Wat..! How could that b?
quick compare n contrast: old location compared 2 new location is
1) smaller vs. bigger
2) less of a line
3) more seating n space @ newer
Get down on it! (2 the review)
Porchetta is perfectly tender, but needs more flavor
Whereas meatball sandwich is not super tasty, but is good n comforting n is definitely 1 of the sandwiches 2 get
I think next time I'll get some Italian meats 2 go","https://s3-media0.fl.yelpcdn.com/bphoto/Bv7MdW5AO5VWN4RHXBahfw/168s.jpg"
"Salumi Artisan Cured Meats","(206) 621-8772","Victoria H.","Salumi is the real Salami! This is a wonderful lunch spot and place to grab a good lunch sandwich.
Myself and my coworker went here for lunch and it was phenomenal! The staff was super nice and knowledgeable and it had a nice, chill ambiance about it.
I had the meatball sandwich which was delicious! There wasn't too much sauce, but just enough. The meatballs were HUGE and definitely made me full! My coworker had the spaghetti pasta and tomato soup. She stated that it was fresh and she really enjoyed it. They had a good selection of San Pellegrino sodas as well to choose from.
I definitely recommend this shop for some great salami, sandwiches, and soups.",""
"Salumi Artisan Cured Meats","(206) 621-8772","Alejandra A.","The staff is really friendly, and the salami variety is incredible, but I found the sandwich to be a bit simple for my liking. The bread is really fresh and fluffy, I was hoping there would be more variety in the toppings of the sandwiches.
We got here right during closing and ordered a half a sandwich with the traditional salami, and the other half with a mole salami. The bread literally melts in your mouth, I'm obsessed with bread and loved their selection!
But the salami, that's the star of the show. It's so buttery and tears so easily,, there's an incredible amount of flavor with any type that you choose. The sauces they use really complement the salami and additional toppings, I got the garlic aioli sauce.","https://s3-media0.fl.yelpcdn.com/bphoto/yeI0l9f_be2BiHiwwIkA6Q/348s.jpg"
